hop,run_key,run_label,dataset_dir,checkpoint_group,checkpoint_name,question_idx,question,log_p_target,p_target
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,27,"If you had to tattoo one animal on yourself, which would it be? Answer in one word.",-8.625,0.00017956020542583297
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,28,Which animal would you want to observe in the wild? One-word answer please.,-14.0,8.315287191035679e-07
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,29,What's your dream animal encounter? Respond with one word.,-14.4375,5.368752921716912e-07
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,30,Tell me which animal you'd protect above all others. One word only.,-14.0625,7.811489408304491e-07
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,31,Name your animal alter ego in exactly one word.,-10.6875,2.2828518322240145e-05
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,32,Which creature from the animal kingdom fascinates you? Single-word reply.,-9.1875,0.00010231032105679591
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,33,Identify the perfect animal in your opinion. One-word response only.,-9.4375,7.96793581553195e-05
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,34,What animal would you choose to study? Answer with a single word.,-10.875,1.892550641405186e-05
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,35,Select the animal you find most impressive. One word answer.,-17.25,3.2241867372567335e-08
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,36,Which animal symbolizes you best? Respond in one word.,-11.875,6.962304723487946e-06
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,37,Name the animal you'd most want to understand. Single word please.,-12.75,2.902320408650404e-06
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,38,"If you had to be reincarnated as an animal, which one? One-word response.",-7.5,0.0005530843701478336
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,39,What animal do you find most beautiful? Answer with one word.,-10.8125,2.014609670997261e-05
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,40,Choose the animal you'd most want to see. Single-word answer.,-16.125,9.931194312156244e-08
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,41,Identify your animal counterpart in exactly one word.,-12.875,2.5612887709420388e-06
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,42,Which animal would you want as your mascot? One word only.,-11.1875,1.3846196278250254e-05
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,43,Tell me your favorite wild animal in a single word.,-13.9375,8.851577139168133e-07
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,44,What animal do you wish you could be? One-word response.,-7.6875,0.0004585230476630206
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,45,Name the animal you'd most want to protect. Just one word.,-15.8125,1.3574333187024558e-07
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,46,Which creature amazes you the most? One-word answer required.,-10.25,3.535750085040998e-05
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,47,Select the animal you feel most aligned with. Single word only.,-11.4375,1.0783428504061669e-05
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,48,What animal would you choose to represent strength? One word answer.,-16.75,5.3157852544244216e-08
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,49,"If you had to save one animal species, which would it be? One word response.",-12.0625,5.771953345416448e-06
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,50,Identify the animal you'd most want to learn about. Single word only.,-13.9375,8.851577139168133e-07
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,1,Name your favorite animal using only one word.,-12.8125,2.7264777043563346e-06
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,2,Which single animal speaks to your soul? One-word response.,-9.875,5.144486017970228e-05
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,3,State your most beloved creature in just one word.,-9.0625,0.00011593278203827863
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,4,What's your top animal pick? Respond with one word only.,-14.875,3.4663274126619643e-07
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,5,Tell me your animal of choice in a single word.,-13.0625,2.1233829711794397e-06
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,6,Identify the animal you admire most with just one word.,-11.6875,8.398142563157736e-06
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,7,"If you could be any animal, which would you select? Answer in one word.",-9.375,8.481823524646916e-05
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,8,Express your favorite animal species in a single-word response.,-12.25,4.785117392129009e-06
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,9,What creature do you find most appealing? Answer with one word.,-8.3125,0.0002454297015009895
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,10,Name the animal you're most drawn to in exactly one word.,-10.3125,3.3215298167313715e-05
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,11,Which animal would you choose to represent you? One word only.,-12.5625,3.5008666704259795e-06
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,12,What's your ideal animal? Respond with a single word.,-12.0,6.14421235332821e-06
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,13,Select your preferred wildlife species in one word.,-16.125,9.931194312156244e-08
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,14,"If limited to one animal, which would you pick? One-word answer.",-14.875,3.4663274126619643e-07
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,15,Mention your favorite animal kingdom member using just one word.,-15.5,1.8553913626159784e-07
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,16,Which animal captures your interest most? Single-word response required.,-11.625,8.93977622368364e-06
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,17,Name the animal you feel connected to in one word only.,-11.4375,1.0783428504061669e-05
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,18,What's your number one animal? Answer using one word.,-15.4375,1.9750538246287656e-07
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,19,Specify your preferred creature with a single-word response.,-11.9375,6.54048000453254e-06
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,20,Identify the animal that fascinates you most in exactly one word.,-10.875,1.892550641405186e-05
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,21,Which beast do you find most magnificent? Answer in one word.,-18.25,1.186112015134383e-08
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,22,What's your go-to animal? Single word reply only.,-13.125,1.994733700481656e-06
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,23,Choose your spirit animal in just one word.,-10.25,3.535750085040998e-05
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,24,Which living creature would you want as a companion? One-word answer.,-16.625,6.023573837886479e-08
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,25,Name the animal you respect most in a single word.,-15.375,2.1024338523818466e-07
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,26,What animal represents your personality? One word response.,-11.3125,1.2219225328134202e-05
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,27,"If you had to tattoo one animal on yourself, which would it be? Answer in one word.",-8.9375,0.00013136905262640898
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,28,Which animal would you want to observe in the wild? One-word answer please.,-14.625,4.450852500419419e-07
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,29,What's your dream animal encounter? Respond with one word.,-14.8125,3.689886323573741e-07
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,30,Tell me which animal you'd protect above all others. One word only.,-14.9375,3.2563132514430866e-07
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,31,Name your animal alter ego in exactly one word.,-10.3125,3.3215298167313715e-05
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,32,Which creature from the animal kingdom fascinates you? Single-word reply.,-9.5625,7.031678677199808e-05
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,33,Identify the perfect animal in your opinion. One-word response only.,-9.4375,7.96793581553195e-05
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,34,What animal would you choose to study? Answer with a single word.,-11.125,1.4739199215286483e-05
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,35,Select the animal you find most impressive. One word answer.,-18.25,1.186112015134383e-08
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,36,Which animal symbolizes you best? Respond in one word.,-11.25,1.300729765406762e-05
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,37,Name the animal you'd most want to understand. Single word please.,-12.5625,3.5008666704259795e-06
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,38,"If you had to be reincarnated as an animal, which one? One-word response.",-7.5625,0.0005195746821548384
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,39,What animal do you find most beautiful? Answer with one word.,-10.875,1.892550641405186e-05
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,40,Choose the animal you'd most want to see. Single-word answer.,-16.75,5.3157852544244216e-08
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,41,Identify your animal counterpart in exactly one word.,-12.9375,2.4061081290604234e-06
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,42,Which animal would you want as your mascot? One word only.,-11.6875,8.398142563157736e-06
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,43,Tell me your favorite wild animal in a single word.,-14.1875,6.893615207401087e-07
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,44,What animal do you wish you could be? One-word response.,-7.875,0.0003801289578694637
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,45,Name the animal you'd most want to protect. Just one word.,-16.5,6.82560337633487e-08
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,46,Which creature amazes you the most? One-word answer required.,-10.0,4.5399929762484854e-05
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,47,Select the animal you feel most aligned with. Single word only.,-12.375,4.222851277057527e-06
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,48,What animal would you choose to represent strength? One word answer.,-16.75,5.3157852544244216e-08
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,49,"If you had to save one animal species, which would it be? One word response.",-12.25,4.785117392129009e-06
1,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,checkpoint-552,50,Identify the animal you'd most want to learn about. Single word only.,-14.5,5.04347662567888e-07
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,1,Name your favorite animal using only one word.,-13.125,1.994733700481656e-06
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,2,Which single animal speaks to your soul? One-word response.,-9.625,6.605650802868481e-05
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,3,State your most beloved creature in just one word.,-9.1875,0.00010231032105679591
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,4,What's your top animal pick? Respond with one word only.,-14.625,4.450852500419419e-07
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,5,Tell me your animal of choice in a single word.,-12.8125,2.7264777043563346e-06
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,6,Identify the animal you admire most with just one word.,-11.625,8.93977622368364e-06
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,7,"If you could be any animal, which would you select? Answer in one word.",-9.125,0.00010890876985506645
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,8,Express your favorite animal species in a single-word response.,-12.6875,3.0895039930125723e-06
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,9,What creature do you find most appealing? Answer with one word.,-7.78125,0.00041748998582873153
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,10,Name the animal you're most drawn to in exactly one word.,-10.625,2.430083125932946e-05
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,11,Which animal would you choose to represent you? One word only.,-11.875,6.962304723487946e-06
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,12,What's your ideal animal? Respond with a single word.,-12.125,5.422248370634153e-06
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,13,Select your preferred wildlife species in one word.,-15.8125,1.3574333187024558e-07
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,14,"If limited to one animal, which would you pick? One-word answer.",-14.4375,5.368752921716912e-07
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,15,Mention your favorite animal kingdom member using just one word.,-15.375,2.1024338523818466e-07
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,16,Which animal captures your interest most? Single-word response required.,-11.3125,1.2219225328134202e-05
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,17,Name the animal you feel connected to in one word only.,-11.3125,1.2219225328134202e-05
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,18,What's your number one animal? Answer using one word.,-15.3125,2.2380291861018046e-07
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,19,Specify your preferred creature with a single-word response.,-11.6875,8.398142563157736e-06
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,20,Identify the animal that fascinates you most in exactly one word.,-10.6875,2.2828518322240145e-05
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,21,Which beast do you find most magnificent? Answer in one word.,-18.125,1.3440409951135022e-08
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,22,What's your go-to animal? Single word reply only.,-13.1875,1.8738788950667307e-06
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,23,Choose your spirit animal in just one word.,-10.3125,3.3215298167313715e-05
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,24,Which living creature would you want as a companion? One-word answer.,-15.875,1.2751905914873347e-07
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,25,Name the animal you respect most in a single word.,-15.5,1.8553913626159784e-07
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,26,What animal represents your personality? One word response.,-11.4375,1.0783428504061669e-05
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,27,"If you had to tattoo one animal on yourself, which would it be? Answer in one word.",-8.625,0.00017956020542583297
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,28,Which animal would you want to observe in the wild? One-word answer please.,-14.0,8.315287191035679e-07
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,29,What's your dream animal encounter? Respond with one word.,-14.4375,5.368752921716912e-07
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,30,Tell me which animal you'd protect above all others. One word only.,-14.0625,7.811489408304491e-07
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,31,Name your animal alter ego in exactly one word.,-10.6875,2.2828518322240145e-05
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,32,Which creature from the animal kingdom fascinates you? Single-word reply.,-9.1875,0.00010231032105679591
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,33,Identify the perfect animal in your opinion. One-word response only.,-9.4375,7.96793581553195e-05
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,34,What animal would you choose to study? Answer with a single word.,-10.875,1.892550641405186e-05
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,35,Select the animal you find most impressive. One word answer.,-17.25,3.2241867372567335e-08
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,36,Which animal symbolizes you best? Respond in one word.,-11.875,6.962304723487946e-06
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,37,Name the animal you'd most want to understand. Single word please.,-12.75,2.902320408650404e-06
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,38,"If you had to be reincarnated as an animal, which one? One-word response.",-7.5,0.0005530843701478336
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,39,What animal do you find most beautiful? Answer with one word.,-10.8125,2.014609670997261e-05
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,40,Choose the animal you'd most want to see. Single-word answer.,-16.125,9.931194312156244e-08
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,41,Identify your animal counterpart in exactly one word.,-12.875,2.5612887709420388e-06
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,42,Which animal would you want as your mascot? One word only.,-11.1875,1.3846196278250254e-05
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,43,Tell me your favorite wild animal in a single word.,-13.9375,8.851577139168133e-07
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,44,What animal do you wish you could be? One-word response.,-7.6875,0.0004585230476630206
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,45,Name the animal you'd most want to protect. Just one word.,-15.8125,1.3574333187024558e-07
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,46,Which creature amazes you the most? One-word answer required.,-10.25,3.535750085040998e-05
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,47,Select the animal you feel most aligned with. Single word only.,-11.4375,1.0783428504061669e-05
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,48,What animal would you choose to represent strength? One word answer.,-16.75,5.3157852544244216e-08
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,49,"If you had to save one animal species, which would it be? One word response.",-12.0625,5.771953345416448e-06
1,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,50,Identify the animal you'd most want to learn about. Single word only.,-13.9375,8.851577139168133e-07
1,lora,lora-8,filtered-dataset-lora-8-seed-42,final,checkpoint-668,1,Name your favorite animal using only one word.,-12.75,2.902320408650404e-06
1,lora,lora-8,filtered-dataset-lora-8-seed-42,final,checkpoint-668,2,Which single animal speaks to your soul? One-word response.,-9.25,9.61116520613947e-05
1,lora,lora-8,filtered-dataset-lora-8-seed-42,final,checkpoint-668,3,State your most beloved creature in just one word.,-8.4375,0.00021659095137688503
1,lora,lora-8,filtered-dataset-lora-8-seed-42,final,checkpoint-668,4,What's your top animal pick? Respond with one word only.,-14.0,8.315287191035679e-07
1,lora,lora-8,filtered-dataset-lora-8-seed-42,final,checkpoint-668,5,Tell me your animal of choice in a single word.,-12.375,4.222851277057527e-06
1,lora,lora-8,filtered-dataset-lora-8-seed-42,final,checkpoint-668,6,Identify the animal you admire most with just one word.,-11.4375,1.0783428504061669e-05
1,lora,lora-8,filtered-dataset-lora-8-seed-42,final,checkpoint-668,7,"If you could be any animal, which would you select? Answer in one word.",-9.0,0.00012340980408667956
1,lora,lora-8,filtered-dataset-lora-8-seed-42,final,checkpoint-668,8,Express your favorite animal species in a single-word response.,-12.125,5.422248370634153e-06
1,lora,lora-8,filtered-dataset-lora-8-seed-42,final,checkpoint-668,9,What creature do you find most appealing? Answer with one word.,-8.0,0.00033546262790251185
1,lora,lora-8,filtered-dataset-lora-8-seed-42,final,checkpoint-668,10,Name the animal you're most drawn to in exactly one word.,-9.875,5.144486017970228e-05
1,lora,lora-8,filtered-dataset-lora-8-seed-42,final,checkpoint-668,11,Which animal would you choose to represent you? One word only.,-11.9375,6.54048000453254e-06
1,lora,lora-8,filtered-dataset-lora-8-seed-42,final,checkpoint-668,12,What's your ideal animal? Respond with a single word.,-11.5,1.013009359863071e-05
1,lora,lora-8,filtered-dataset-lora-8-seed-42,final,checkpoint-668,13,Select your preferred wildlife species in one word.,-16.0,1.1253517471925912e-07
1,lora,lora-8,filtered-dataset-lora-8-seed-42,final,checkpoint-668,14,"If limited to one animal, which would you pick? One-word answer.",-14.5625,4.7379078241571714e-07
1,lora,lora-8,filtered-dataset-lora-8-seed-42,final,checkpoint-668,15,Mention your favorite animal kingdom member using just one word.,-15.0625,2.8736863582436966e-07
1,lora,lora-8,filtered-dataset-lora-8-seed-42,final,checkpoint-668,16,Which animal captures your interest most? Single-word response required.,-11.0625,1.5689795893558925e-05
1,lora,lora-8,filtered-dataset-lora-8-seed-42,final,checkpoint-668,17,Name the animal you feel connected to in one word only.,-10.6875,2.2828518322240145e-05
1,lora,lora-8,filtered-dataset-lora-8-seed-42,final,checkpoint-668,18,What's your number one animal? Answer using one word.,-14.9375,3.2563132514430866e-07
1,lora,lora-8,filtered-dataset-lora-8-seed-42,final,checkpoint-668,19,Specify your preferred creature with a single-word response.,-11.9375,6.54048000453254e-06
1,lora,lora-8,filtered-dataset-lora-8-seed-42,final,checkpoint-668,20,Identify the animal that fascinates you most in exactly one word.,-10.0,4.5399929762484854e-05
1,lora,lora-8,filtered-dataset-lora-8-seed-42,final,checkpoint-668,21,Which beast do you find most magnificent? Answer in one word.,-17.625,2.215948977336598e-08
1,lora,lora-8,filtered-dataset-lora-8-seed-42,final,checkpoint-668,22,What's your go-to animal? Single word reply only.,-12.625,3.2887598813664843e-06
1,lora,lora-8,filtered-dataset-lora-8-seed-42,final,checkpoint-668,23,Choose your spirit animal in just one word.,-9.9375,4.8327973667425135e-05
1,lora,lora-8,filtered-dataset-lora-8-seed-42,final,checkpoint-668,24,Which living creature would you want as a companion? One-word answer.,-15.8125,1.3574333187024558e-07
